अ     a
आशवासन      aashvaasn
आशा       aashaa
आशाएं aashaaen
आशाओं aashaaon
आशाजनक      aashaajnk
आशातीत      aashaatit
आशान्वित        aashaanvit
आशापूर्णा     aashaapurnaa
आशापूर्वक     aashaapurvk
आशामय aashaamy
आशायें      aashaayen
आशारानी   aashaaraani
आशालता      aashaaltaa
आशावाद      aashaavaad
आशावादिता     aashaavaaditaa
आशावादी   aashaavaadi
आशावान      aashaavaan
आशाहीन      aashaahin
आशिक    aashik
आशिकी aashiki
आशिम    aashim
आशियाँ      aashiyaan
आशियाना   aashiyaanaa
आशियाने   aashiyaane
आशिर्वाद        aashirvaad
आशिष    aashis
आशिक़    aashik
आशिक़ा aashikaa
आशिक़ी aashiki
आशी       aashi
आशीर्वचन        aashirvchn
आशीर्वाद        aashirvaad
आशीर्वादात्मक aashirvaadaatmk
आशीष    aashis
आशु       aashu
आशुग    aashuga
आशुतोष      aashutos
आशुप्रभावित       aashuprbhaavit
आशुरचना   aashurchnaa
आशुलिपि   aashulipi
आशुलिपिक        aashulipik
आशूरी aashuri
आशोधन aashodhn
आश्चर्य   aashchry
आश्चर्यकारी       aashchrykaari
आश्चर्यचकित       aashchrychkit
आश्चर्यजनक  aashchryjnk
आश्चर्यपूर्वक aashchrypurvk
आश्चर्यलोक  aashchrylok
आश्चर्यान्वित aashchryaanvit
आश्चर्यों     aashchryon
आश्रम aashrm
आश्रमवासी     aashrmvaasi
आश्रमों   aashrmon
आश्रय aashry
आश्रयदाता     aashrydaataa
आश्रयदाती     aashrydaati
आश्रयस्थल     aashrysthl
आश्रयों   aashryon
आश्रित      aashrit
आश्रितों        aashriton
आश्वस्त   aashvst
आश्वस्ति        aashvsti
आश्वासन   aashvaasn
आश्वासना        aashvaasnaa
आश्वासनीय     aashvaasniy
आश्वासनों     aashvaasnon
आश्वासित        aashvaasit
आश्वासी   aashvaasi
आश्विन      aashvin
आषाढ    aasaadh
आषाढ़    aasaarh
आस  aas
आसंग    aasnga
आसंजक aasnjk
आसंजन aasnjn
आसंजनशीलता  aasnjnshiltaa
आसंजित      aasnjit
आसकत    aaskt
आसकती aaskti
आसक्त aaskt
आसक्ति      aaskti
आसज्जा      aasjjaa
आसन       aasn
आसनसोल      aasnsol
आसनों aasnon
आसन्दी      aasndi
आसन्न aasnn
आसन्नता   aasnntaa
आसपास aaspaas
आसफ       aasf
आसमाँ aasmaan
आसमान aasmaan
आसमानी      aasmaani
आसमानों   aasmaanon
आसरा    aasraa
आसरे    aasre
आसवक    aasvk
आसवन    aasvn
आसवनी aasvni
आसवित aasvit
आसा       aasaa
आसान    aasaan
आसानी aasaani
आसाम    aasaam
आसार    aasaar
आसाराम      aasaaraam
आसारामजी        aasaaraamji
आसिफ    aasif
आसियान      aasiyaan
आसियाना   aasiyaanaa
आसिफ़    aasif
आसीन    aasin
आसीस    aasis
आसुत    aasut
आसुर    aasur
आसुरी aasuri
आसू       aasu
आसूचना      aasuchnaa
आसेधक aasedhk
आस्क    aask
आस्कर aaskr
आस्की aaski
आस्क्ति   aaskti
आस्टसीलस्कप       aastsilskp
आस्टिन      aastin
आस्ट्रिया     aastriyaa
आस्ट्रियाई  aastriyaaee
आस्ट्रेलियन       aastreliyn
आस्ट्रेलिया       aastreliyaa
आस्ट्रेलियाई    aastreliyaaee
आस्ति aasti
आस्तिक      aastik
आस्तिकता        aastiktaa
आस्तिकवाद     aastikvaad
आस्तिकवादी  aastikvaadi
आस्तिक्य        aastiky
आस्तित्व        aastitv
आस्तियां        aastiyaan
आस्तियों        aastiyon
आस्तीन      aastin
आस्तीनदार     aastindaar
आस्त्र      aastr
आस्थगित   aasthgait
आस्था aasthaa
आस्थाएं   aasthaaen
आस्थाओं   aasthaaon
आस्थान      aasthaan
आस्थानी   aasthaani
आस्थावान        aasthaavaan
आस्मान      aasmaan
आस्वाद      aasvaad
आस्वादन   aasvaadn
आस्वादनीय     aasvaadniy
आस्वादित        aasvaadit
आस्वाद्य        aasvaady
आसफ़ुद्दौला  aasfuddaulaa
आहट       aaht
आहत       aaht
आहर       aahr
आहरण    aahrn
आहरित aahrit
आहवान aahvaan
आहा       aahaa
आहार    aahaar
आहारों      aahaaron
आहिस्ता   aahistaa
आहिस्ते   aahiste
आहुति aahuti
आहुतियाँ        aahutiyaan
आहूजा aahujaa
आहूत    aahut
आहूति aahuti
आहें    aahen
आह्लाद      aahlaad
आह्लादक   aahlaadk
आह्लादजनक     aahlaadjnk
आह्लादित        aahlaadit
आह्वान      aahvaan
आक़ा       aakaa
आख़री    aakhri
आख़िरकार   aakhirkaar
आग़ा       aagaa
आज़म       aazm
आज़मगढ़ aazmgarh
आज़मा    aazmaa
आज़माइश      aazmaaish
आज़माए aazmaae
आज़माना      aazmaanaa
आज़मियम      aazmiym
आज़मी    aazmi
आज़र्बैजान     aazrbaijaan
आज़ादी aazaadi
आड़  aad
आड़ना    aadnaa
आड़बंद aadbnd
आड़ा       aadaa
आड़ी       aadi
आड़े       aade
आढ़त       aarht
आढ़तिया      aarhtiyaa
आफ़त       aaft
आफ़ताबगीर        aaftaabgair
आफ़िस    aafis
आफ़्टर aaftr
आफ़्टरशेव        aaftrshev
इंक       ink
इंकलाब      inklaab
इंकार inkaar
इंगलिश      ingalish
इंगलैंड   ingalaind
इंगलैण्ड        ingalaind
इंगित ingait
इंगुर ingaur
इंग्लिश   ingalish
इंग्लिस्तान       ingalistaan
इंग्लिस्तानी    ingalistaani
इंग्लेंड        ingalend
इंग्लैंड        ingalaind
इंग्लैड   ingalaid
इंग्लैण्ड     ingalaind
इंच       inch
इंचार्ज   inchaarj
इंजन    injn
इंजनों      injnon
इंजिन injin
इंजिनियर        injiniyr
इंजिनियरिंग       injiniyringa
इंजीनियर        injiniyr
इंजीनियरिंग       injiniyringa
इंजीनियरी     injiniyri
इंजीनियरों  injiniyron
इंजीनियर्स  injiniyrs
इंजील injil
इंजीलवाद        injilvaad
इंजेक्शन        injekshn
इंजेक्षन        injeksn
इंटर    intr
इंटरएक्टिव  intrektiv
इंटरकांटिनेंटल      intrkaantinentl
इंटरकॉम   intrkom
इंटरचेंज        intrchenj
इंटरटेंमेंट       intrtenment
इंटरटेनमेंट       intrtenment
इंटरनेट   intrnet
इंटरनेशनल     intrneshnl
इंटरनैशनल     intrnaishnl
इंटरपोल   intrpol
इंटरप्राइज  intrpraaij
इंटरप्रिटेशन    intrpriteshn
इंटरप्रेटर  intrpretr
इंटरफेरॉन     intrferon
इंटरफेस   intrfes
इंटरमीडिएट  intrmidiet
इंटरलिंगुआ  intrlingauaa
इंटरवल      intrvl
इंटरव्यू        intrvyu
इंटरसिटी        intrsiti
इंटरसेप्टर  intrseptr
इंटरस्टेट     intrstet
इंटरेक्टिव  intrektiv
इंटरैक्टिव  intraiktiv
इंटर्न      intrn
इंटर्नशिप     intrnship
इंटरफ़ेस   intrfes
इंटीग्रल        intigarl
इंटीग्रेटेड       intigareted
इंटीरियर        intiriyr
इंटेरमेस्सो       intermesso
इंटेल intel
इंटेलिजेंस  intelijens
इंटेलीजेंस  intelijens
इंट्रानेट     intraanet
इंट्रामस्क्युलर   intraamskyulr
इंट्रोडक्शन       introdkshn
इंडस    inds
इंडस्ट्रियल       indstriyl
इंडस्ट्री     indstri
इंडस्ट्रीज  indstrij
इंडस्ट्रीज़  indstriz
इंडिक indik
इंडिकस      indiks
इंडिका      indikaa
इंडिकॉम   indikom
इंडिगो      indigao
इंडिपेंडेंट       indipendent
इंडियंस   indiyns
इंडियन      indiyn
इंडियन्स        indiyns
इंडिया      indiyaa
इंडियाना        indiyaanaa
इंडियानापोलिस indiyaanaapolis
इंडी    indi
इंडीज indij
इंडीज़ indiz
इंडेंट      indent
इंडेंटेशन     indenteshn
इंडेक्स   indeks
इंडोनिशया     indonishyaa
इंडोनीशियन  indonishiyn
इंडोनेशिया  indoneshiyaa
इंडोनेशियाई       indoneshiyaaee
इंडोर indor
इंडोस्कोपिक       indoskopik
