अ	a
आपही	aapahee
आपा	aapa
आपात	aapaat
आपातकाल	aapaatakaal
आपातकालीन	aapaatakaaleen
आपातस्थिति	aapaatasthiti
आपाधापी	aapaadhaapee
आपु	aapu
आपूरण	aapooran
आपूर्ति	aapoorti
आपूर्तिकर्ता	aapoortikarta
आपूर्तिकर्ताओं	aapoortikartaon
आपूर्तियाँ	aapoortiyaan
आपे	aape
आपेक्ष	aapeksh
आपेक्षिक	aapekshik
आपेक्षिकता	aapekshikata
आपेक्षिकीय	aapekshikeey
आपेक्षित	aapekshit
आपो	aapo
आप्टे	aapte
आप्त	aapt
आप्तता	aaptata
आप्ति	aapti
आप्तोक्ति	aaptokti
आप्रवास	aapravaas
आप्रवासियों	aapravaasiyon
आप्रवासी	aapravaasee
आप्लावित	aaplaavit
आप्लुत	aaplut
आफ	aaph
आफत	aaphat
आफताब	aaphataab
आफिस	aaphis
आफिसर	aaphisar
आफीसर	aapheesar
आफ्टर	aaphtar
आबंटन	aabantan
आबंटनों	aabantanon
आबंटित	aabantit
आबंटी	aabantee
आबकारी	aabakaaree
आबखोरा	aabakhora
आबद्ध	aabaddh
आबनूसी	aabanoosee
आबरू	aabaroo
आबहवा	aabahava
आबाद	aabaad
आबादकार	aabaadakaar
आबादानी	aabaadaanee
आबादियों	aabaadiyon
आबादी	aabaadee
आबी	aabee
आबू	aaboo
आबोहवा	aabohava
आभा	aabha
आभामंडल	aabhaamandal
आभार	aabhaar
आभारी	aabhaaree
आभाव	aabhaav
आभास	aabhaas
आभासी	aabhaasee
आभिजात्य	aabhijaaty
आभीर	aabheer
आभूषण	aabhooshan
आभूषणों	aabhooshanon
आभूषित	aabhooshit
आम	aam
आमंत्रण	aamantran
आमंत्रित	aamantrit
आमंत्रितअना	aamantritana
आमचुनाव	aamachunaav
आमतौर	aamataur
आमद	aamad
आमदनी	aamadanee
आमना	aamana
आमने	aamane
आमन्त्रण	aamantran
आमन्त्रित	aamantrit
आमरण	aamaran
आमलकी	aamalakee
आमला	aamala
आमलेट	aamalet
आमवात	aamavaat
आमवाती	aamavaatee
आमादा	aamaada
आमान	aamaan
आमार	aamaar
आमाल	aamaal
आमाशय	aamaashay
आमिर	aamir
आमिल	aamil
आमीन	aameen
आमुख	aamukh
आमूल	aamool
आमेर	aamer
आमों	aamon
आमोद	aamod
आमोन	aamon
आम्र	aamr
आम्रकुंज	aamrakunj
आम्रपाली	aamrapaalee
आय	aay
आयंगर	aayangar
आयकर	aayakar
आयडाहो	aayadaaho
आयड्रॉपर	aayadropar
आयत	aayat
आयतन	aayatan
आयताकार	aayataakaar
आयतुल्ला	aayatulla
आयतें	aayaten
आयतों	aayaton
आयद	aayad
आयन	aayan
आयनन	aayanan
आयनिक	aayanik
आयनित	aayanit
आयनीकरण	aayaneekaran
आयर	aayar
आयरन	aayaran
आयरलैंड	aayaralaind
आयरलैंडवासी	aayaralaindavaasee
आयरलैण्ड	aayaralaind
आयरलैण्डवासी	aayaralaindavaasee
आयरिश	aayarish
आयरी	aayaree
आयर्स	aayars
आयल	aayal
आयलर	aayalar
आयलैंड	aayalaind
आयशा	aayasha
आयस	aayas
आया	aaya
आयात	aayaat
आयातक	aayaatak
आयातकों	aayaatakon
आयातित	aayaatit
आयाम	aayaam
आयामी	aayaamee
आयामों	aayaamon
आयी	aayee
आयीं	aayeen
आयु	aayu
आयुक्त	aayukt
आयुक्तों	aayukton
आयुध	aayudh
आयुधों	aayudhon
आयुर्विज्ञान	aayurvigyaan
आयुर्वेद	aayurved
आयुर्वेदाचार्य	aayurvedaachaary
आयुर्वेदिक	aayurvedik
आयुवर्ग	aayuvarg
आयुष	aayush
आयुषी	aayushee
आयुष्मान	aayushmaan
आये	aaye
आयें	aayen
आयेंगे	aayenge
आयेंगें	aayengen
आयेगा	aayega
आयेगी	aayegee
आयो	aayo
आयोग	aayog
आयोगों	aayogon
आयोजक	aayojak
आयोजकों	aayojakon
आयोजन	aayojan
आयोजनों	aayojanon
आयोजिक	aayojik
आयोजित	aayojit
आयोटा	aayota
आयोडाइड	aayodaid
आयोडिन	aayodin
आयोडीन	aayodeen
आयोनिक	aayonik
आयोनियन	aayoniyan
आयोनी	aayonee
आयोवा	aayova
आर	aar
आरंगुटान	aarangutaan
आरंभ	aarambh
आरंभक	aarambhak
आरंभकर्ता	aarambhakarta
आरंभिक	aarambhik
आरआईबी	aaraeebee
आरईसी	aareesee
आरईसी	aareesee
आरएएफ	aareeph
आरएनए	aarene
आरएफसी	aarephasee
आरएमएस	aaremes
आरएमपी	aaremapee
आरके	aarake
आरक्षक	aarakshak
आरक्षण	aarakshan
आरक्षित	aarakshit
आरक्षी	aarakshee
आरजीबी	aarajeebee
आरजू	aarajoo
आरजे	aaraje
आरटीआई	aarateeaee
आरटीई	aarateeee
आरडी	aaradee
आरण्यक	aaranyak
आरतियों	aaratiyon
आरती	aaratee
आरन्गोटैंग	aarangotaing
आरपार	aarapaar
आरपी	aarapee
आरपीजी	aarapeejee
आरबीआई	aarabeeaee
आरबीएस	aarabeees
आरबीसी	aarabeesee
आरमीनियन	aarameeniyan
आरमेइक	aarameik
आरम्भ	aarambh
आरम्भिक	aarambhik
आरव	aarav
आरसी	aarasee
आरस्य	aarasy
आरा	aara
आराकस	aaraakas
आराधक	aaraadhak
आराधना	aaraadhana
आराधनापूर्ण	aaraadhanaapoorn
आराधनालय	aaraadhanaalay
आराध्य	aaraadhy
आराम	aaraam
आरामकरना	aaraamakarana
आरामकुर्सी	aaraamakursee
आरामगाह	aaraamagaah
आरामतलब	aaraamatalab
आरामतलबी	aaraamatalabee
आरामदाय	aaraamadaay
आरामदायक	aaraamadaayak
आरामदेह	aaraamadeh
आरिफ	aariph
आरिया	aariya
आरिफ़	aarif
आरी	aaree
आरुणि	aaruni
आरुल	aarul
आरुषि	aarushi
आरेख	aarekh
आरेखकार	aarekhakaar
आरेखण	aarekhan
आरेखीय	aarekheey
आरोग्य	aarogy
आरोग्यआश्रम	aarogyaashram
आरोग्यकारक	aarogyakaarak
आरोग्यजनक	aarogyajanak
आरोग्यता	aarogyata
आरोग्यप्रद	aarogyaprad
आरोग्यलाभ	aarogyalaabh
आरोग्यशास्र	aarogyashaasr
आरोचन	aarochan
आरोन	aaron
आरोप	aarop
आरोपक	aaropak
आरोपण	aaropan
आरोपणीय	aaropaneey
आरोपित	aaropit
आरोपियों	aaropiyon
आरोपी	aaropee
आरोपों	aaropon
आरोह	aaroh
आरोहक	aarohak
आरोहण	aarohan
आरोहमापक	aarohamaapak
आरोहित	aarohit
आरोही	aarohee
आर्क	aark
आर्कटिक	aarkatik
आर्कटिकसागर	aarkatikasaagar
आर्कबिशप	aarkabishap
आर्कषण	aarkashan
आर्काइव	aarkaiv
आर्किटेक्चर	aarkitekchar
आर्किटेक्ट	aarkitekt
आर्किड	aarkid
आर्किमिडिज़	aarkimidiz
आर्किमिडीज	aarkimideej
आर्कियन	aarkiyan
आर्किया	aarkiya
आर्केडिया	aarkediya
आर्केस्ट्र	aarkestr
आर्केस्ट्रा	aarkestra
आर्गन	aargan
आर्गेनाइजेशन	aargenaijeshan
आर्गेनिक	aargenik
आर्च	aarch
आर्चबिशप	aarchabishap
आर्ची	aarchee
आर्ट	aart
आर्टस	aartas
आर्टिकल	aartikal
आर्टिकल्स	aartikals
आर्टिफिशियल	aartiphishiyal
आर्टिलरी	aartilaree
आर्टिस्ट	aartist
आर्टिस्ट्स	aartists
आर्टेमिस	aartemis
आर्ट्स	aarts
आर्डर	aardar
आर्डिनेंस	aardinens
आर्त	aart
आर्तनाद	aartanaad
आर्तवजनक	aartavajanak
आर्थर	aarthar
आर्थराइटिस	aartharaitis
आर्थिक	aarthik
आर्थिकसहायता	aarthikasahaayata
आर्थिकिता	aarthikita
आर्थिकी	aarthikee
आर्थोपेडिक	aarthopedik
आर्थ्राइटिस	aarthraitis
आर्दश	aardash
आर्द्र	aardr
आर्द्रक	aardrak
आर्द्रकर	aardrakar
आर्द्रकारक	aardrakaarak
आर्द्रता	aardrata
आर्द्रतामापी	aardrataamaapee
आर्द्रतारहित	aardrataarahit
आर्द्रा	aardra
आर्द्रीकरण	aardreekaran
आर्नल्ड	aarnald
आर्पेजिओ	aarpejio
आर्म	aarm
आर्मस्ट्रांग	aarmastraang
आर्मी	aarmee
आर्मीनिया	aarmeeniya
आर्मीनियाई	aarmeeniyaee
आर्मेचर	aarmechar
आर्मेनियन	aarmeniyan
आर्मेनिया	aarmeniya
आर्मेनियाई	aarmeniyaee
आर्य	aary
आर्यन	aaryan
आर्यपुत्र	aaryaputr
आर्यभट	aaryabhat
आर्यभटीय	aaryabhateey
आर्यभट्ट	aaryabhatt
आर्यभाषाओं	aaryabhaashaon
आर्यसमाज	aaryasamaaj
आर्या	aarya
आर्यावर्त	aaryaavart
आर्यिका	aaryika
आर्यों	aaryon
आर्लिन्गटन	aarlingatan
आर्शिवाद	aarshivaad
आर्शीवाद	aarsheevaad
आर्सीन	aarseen
आर्सेनल	aarsenal
आर्सेनाइट	aarsenait
आर्सेनिक	aarsenik
आर्सेलर	aarselar
आरज़ू	aarazoo
आलंकारिक	aalankaarik
आलंब	aalamb
आलंबन	aalamban
आलंबी	aalambee
आलपिन	aalapin
आलपीन	aalapeen
आलप्पुष़ा	aalappushaa
आलमआरा	aalamaara
आलमगीर	aalamageer
आलमनगर	aalamanagar
आलमपुर	aalamapur
आलमारियों	aalamaariyon
आलमारी	aalamaaree
आलमी	aalamee
आलम्बन	aalamban
आलवार	aalavaar
आलस	aalas
आलसियों	aalasiyon
आलसी	aalasee
आलसीपन	aalaseepan
आलस्य	aalasy
आलस्यजनक	aalasyajanak
आलस्यपूर्ण	aalasyapoorn
आला	aala
आलाप	aalaap
आलापना	aalaapana
आलावा	aalaava
आलिंगन	aalingan
आलिंगनबद्ध	aalinganabaddh
आलिंगित	aalingit
आलिंद	aalind
आलिम	aalim
आलिया	aaliya
आलीशान	aaleeshaan
आलू	aaloo
आलूबुखारा	aaloobukhaara
आलेख	aalekh
आलेखक	aalekhak
आलेखन	aalekhan
आलेखीय	aalekheey
आलेखों	aalekhon
आलेप	aalep
आलोक	aalok
आलोकन	aalokan
आलोकित	aalokit
आलोचक	aalochak
आलोचकों	aalochakon
आलोचना	aalochana
आलोचनाएँ	aalochanaen
आलोचनाएं	aalochanaen
आलोचनाओं	aalochanaon
आलोचनात्मक	aalochanaatmak
आलोचनावादी	aalochanaavaadee
आलोचनीय	aalochaneey
आलोच्य	aalochy
आलोड़न	aalodan
आलोड़ना	aalodana
आलौकिक	aalaukik
आल्टो	aalto
आल्डर	aaldar
आल्पप्रदेशीय	aalpapradesheey
आल्पीय	aalpeey
आल्प्स	aalps
आल्हा	aalha
आव	aav
आवंटन	aavantan
आवंटनअ	aavantan
आवंटित	aavantit
आवक	aavak
आवक्ष	aavaksh
आवक्षमूर्ति	aavakshamoorti
आवत	aavat
आवधिक	aavadhik
आवधिकता	aavadhikata
आवनी	aavanee
आवभगत	aavabhagat
आवर	aavar
आवरक	aavarak
आवरण	aavaran
आवरणों	aavaranon
आवर्जन	aavarjan
आवर्जित	aavarjit
आवर्त	aavart
आवर्तक	aavartak
आवर्तन	aavartan
आवर्ती	aavartee
आवर्धक	aavardhak
आवर्धन	aavardhan
आवर्धित	aavardhit
आवर्स	aavars
आवलि	aavali
आवश्कता	aavashkata
आवश्यक	aavashyak
आवश्यकता	aavashyakata
आवश्यकताएँ	aavashyakataen
आवश्यकताएं	aavashyakataen
